"Location","beta.locationPunta.Espinoza","se.locationPunta.Espinoza","W.locationPunta.Espinoza","p_val.locationPunta.Espinoza","q_val.locationPunta.Espinoza","diff_abn.locationPunta.Espinoza"
"Bacteria_",-0.663888049810456,0.255079399907663,-2.60267214855759,0.00925003629470049,0.055500217768203,FALSE
" Actinobacteriota",-1.25513596176077,0.371966654550027,-3.3743238712597,0.000739972517203084,0.00591978013762467,TRUE
" Firmicutes",-0.747217421473876,0.254760212927254,-2.93302244054586,0.0033567962854847,0.0234975739983929,TRUE
