"location","beta.locationPunta.Espinoza","se.locationPunta.Espinoza","W.locationPunta.Espinoza","p_val.locationPunta.Espinoza","q_val.locationPunta.Espinoza","diff_abn.locationPunta.Espinoza"
" Desulfitobacteriaceae",-1.55494129433432,0.335658669844033,-4.63250746675735,3.61263301735797e-06,0.000173406384833183,TRUE
