"location","beta.locationPunta.Espinoza","se.locationPunta.Espinoza","W.locationPunta.Espinoza","p_val.locationPunta.Espinoza","q_val.locationPunta.Espinoza","diff_abn.locationPunta.Espinoza"
" Desulfitobacteriia",-1.57944303157717,0.35516756499638,-4.44703623652478,8.70631557119768e-06,0.000121888417996768,TRUE
