"location","beta.locationRabida","se.locationRabida","W.locationRabida","p_val.locationRabida","q_val.locationRabida","diff_abn.locationRabida"
" Clostridia_UCG-014",-2.66365739061079,0.369398640391548,-7.2107937045665,5.56266751962426e-13,2.50320038383092e-11,TRUE
" Caloramatoraceae",1.4546093799537,0.341902819461894,4.2544527191763,2.09560932534954e-05,0.000922068103153797,TRUE
