"location","beta.locationRabida","se.locationRabida","W.locationRabida","p_val.locationRabida","q_val.locationRabida","diff_abn.locationRabida"
" Desulfitobacteriia",1.66146676753096,0.51943853996095,3.1985820067488,0.00138105247857902,0.0193347347001063,TRUE
