"location","beta.locationRabida","se.locationRabida","W.locationRabida","p_val.locationRabida","q_val.locationRabida","diff_abn.locationRabida"
" Clostridia_UCG-014",-1.78391886370361,0.408675058419223,-4.36512781231108,1.27048450423436e-05,0.000419259886397339,TRUE
" Clostridiales",0.818696102339527,0.238250622710213,3.43628105994634,0.000589758807876499,0.018872281852048,TRUE
