"location","beta.locationRabida","se.locationRabida","W.locationRabida","p_val.locationRabida","q_val.locationRabida","diff_abn.locationRabida"
" Clostridia_UCG-014",-2.44842161972303,0.373018688918153,-6.56380415368481,5.24520836753348e-11,1.67846667761071e-09,TRUE
