"location","beta.locationPunta.Espinoza","se.locationPunta.Espinoza","W.locationPunta.Espinoza","p_val.locationPunta.Espinoza","q_val.locationPunta.Espinoza","diff_abn.locationPunta.Espinoza"
" Butyricimonas",0.94941458138599,0.276274585786702,3.43648902298594,0.00058930623299251,0.0365369864455356,TRUE
"Bacteria_ Desulfobacterota_ Desulfovibrionia_ Desulfovibrionales_ Desulfovibrionaceae_",1.65998719968292,0.469869979424198,3.53286498898514,0.000411082347094169,0.0258981878669327,TRUE
" Desulfosporosinus",-1.51976601992265,0.324951809712845,-4.67689661819593,2.91248994318253e-06,0.000186399356363682,TRUE
