"location","beta.locationPunta.Espinoza","se.locationPunta.Espinoza","W.locationPunta.Espinoza","p_val.locationPunta.Espinoza","q_val.locationPunta.Espinoza","diff_abn.locationPunta.Espinoza"
" Desulfitobacteriales",-1.61708623687958,0.345726368446696,-4.67735869886044,2.90593681828593e-06,0.000101707788640007,TRUE
