OTU_ID	CD02	CD04	CD06	CD07	CD09	CD10	CD11	CD12	CD13	CD15	CD16	CD18	CD19	CD21	CD24	CD25	CD27	CD31	CD32	CD33	CD34	CD37	CD38	CD40	CD42	CD43	CD44	CD49	CD52	CD56	PE04	PE06	PE08	PE09	PE10	PE13	PE19	PE23	PE25	PE26	PE28	PE29	PE32	PE33	PE34	PE36	PE37	PE43	PE44	PE46	PE48	PE49	PE50	PE52	PE54	PE55	PE57	PE58	PE60	PE61	R01	R02	R03	R04	R05	R06	R07	R08
gene_37	1.02E-05	1.54E-06	2.96E-06	2.76E-05	8.06E-06	1.77E-05	3.34E-06	8.51E-05	3.33E-06	3.04E-06	1.72E-05	2.16E-06	0	1.06E-05	0	1.41E-05	0	6.08E-06	0	3.15E-06	0	2.79E-05	5.26E-06	0	2.38E-05	2.63E-05	1.92E-06	3.92E-06	2.79E-06	1.67E-05	3.41E-06	6.84E-05	0	5.60E-05	0	0	0	0	0	0.000121277	2.79E-05	9.99E-06	0	0	0	5.33E-05	3.64E-06	1.11E-05	5.69E-05	4.70E-05	4.38E-06	1.49E-05	2.75E-05	2.19E-06	1.02E-05	9.23E-05	4.89E-06	3.00E-05	8.69E-06	7.29E-06	0.000134774	4.90E-06	6.13E-06	8.57E-06	1.13E-05	8.85E-05	0.000117418	5.63E-05
gene_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_39	0	1.94E-07	4.12E-07	3.43E-06	0	1.15E-06	0	6.18E-06	0	2.62E-07	0	0	0	0	0	0	1.22E-07	0	0	0	0	0	0	0	2.54E-06	1.91E-06	0	0	1.12E-06	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	1.96E-06	0	0	1.81E-06	5.92E-06	4.36E-07	0	0	2.79E-06	0	4.53E-07	7.74E-07	0	8.36E-07	5.09E-06	0	3.85E-06	7.50E-07	0	7.32E-06	1.04E-06	2.24E-06	2.25E-06	0	1.19E-05	6.71E-06	5.84E-06
gene_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_50	0	0	0	0	0	0	9.77E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26E-05	0	0
gene_51	0	0	0	0	0	1.51E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_52	5.44E-06	0	2.35E-06	0	0	0	0	4.21E-05	0	0	9.54E-07	0	4.65E-06	0	0	1.07E-05	0	6.63E-06	4.01E-06	2.69E-06	6.87E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70E-05	0	1.09E-05	0	0	0	1.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.33E-06	0	0	0	0	0	0	0	0	0
gene_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_54	0	1.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.80E-05	0	0	0	0	4.25E-06	1.70E-06	0	0	0	0	0	0	0	2.52E-06	0	3.56E-06	0	0	0	0	0	0	0	0	0	4.72E-05	2.41E-05	0	0	0	0	7.87E-06	0	0	0	0	6.65E-06	4.50E-05	1.74E-06	0	0	0	0	3.48E-05	1.16E-05	0	0	0	0	0	0	0	0
gene_55	3.24E-06	2.38E-06	8.09E-07	1.03E-05	1.90E-06	0	3.74E-06	8.47E-06	8.26E-07	0	0	6.48E-07	1.25E-06	3.63E-06	3.25E-06	1.02E-05	5.66E-07	3.12E-06	1.04E-06	1.36E-06	2.92E-07	0	1.95E-06	2.40E-05	7.87E-06	3.41E-06	0	0	0	0	3.55E-07	6.34E-06	0	6.78E-06	2.27E-05	0	0	0	2.32E-06	1.81E-05	9.63E-06	1.06E-05	3.95E-06	7.69E-06	7.96E-06	1.06E-05	2.53E-06	4.86E-06	0	0	1.95E-06	3.48E-06	1.92E-06	0	6.02E-07	1.11E-05	0	5.20E-06	2.39E-06	3.53E-06	2.70E-05	0	0	0	1.59E-06	0	0	0
gene_56	0.001389164	0.000249362	0.000454105	0.001030306	1.09E-06	0.001597048	2.65E-06	0.036109259	0.000621797	0.000115771	4.34E-05	0.000121268	0.00014146	0.000715159	4.72E-05	0.000371027	0.000188215	0.000167542	3.51E-05	4.81E-05	0.000257123	0.000973022	0.000327401	6.71E-05	0.000242617	0.000207717	1.23E-05	7.01E-06	0.002514867	0.000594085	0.002188393	0.00065724	0	0.000219534	0	0	0	0.000267844	0.000125442	0.004406172	0.002238311	0.001324687	0.000263579	0	0.000896856	0.010620507	0.000307365	0.000379797	0.000840818	0.000853783	2.40E-05	0.00011608	0.000127476	0.000209591	0.000680855	0.002112639	4.36E-05	6.35E-05	0.001045874	0.001367957	0	0.002844386	0	0	8.35E-05	0.001604967	0	0
gene_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-06	0	6.35E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73E-05	0
gene_71	0	0	0	0	0	0	2.79E-06	3.53E-05	0	0	0	5.93E-07	0	0	0	0	0	0	4.09E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.48E-06	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	0	0	0	0	0	0	0	0	0	0	0
gene_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_74	2.38E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20E-06	0	0	0	0	0	0	2.74E-06	0	0	0	1.16E-06	0	0	0	0	0	0	2.02E-06	0	0	0	0	0	0	0	2.67E-06
gene_75	3.15E-05	1.83E-06	6.07E-06	2.92E-05	4.18E-06	1.23E-05	3.78E-05	5.95E-05	1.33E-05	9.57E-06	2.14E-05	1.67E-05	2.02E-05	9.90E-06	2.27E-05	1.83E-05	1.90E-06	4.20E-05	1.65E-05	6.79E-06	1.30E-05	6.69E-05	1.56E-06	0.000111813	1.17E-05	7.90E-06	3.87E-06	2.17E-06	1.06E-06	2.34E-05	7.73E-06	8.80E-06	0	8.84E-05	0	0	0	2.67E-05	4.09E-05	0.000307556	5.67E-05	3.36E-05	1.93E-05	0	4.50E-05	2.87E-05	1.34E-05	0	1.41E-05	6.76E-06	0	1.81E-06	1.05E-05	1.13E-05	3.80E-06	2.45E-05	0	0	3.15E-06	0	8.37E-05	0	2.92E-06	0	1.20E-05	0	5.37E-05	0
gene_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
