"location","beta.locationRabida","se.locationRabida","W.locationRabida","p_val.locationRabida","q_val.locationRabida","diff_abn.locationRabida"
"Amphenicol",-3.72470167957268,1.60012551193127,-2.3277559490175,0.0199250663917327,0.259025863092525,FALSE
