feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidota	location	Rabida	-0.627525933441431	0.180665116284062	68	68	0.00686638653875152	0.0411983192325091
Bacteroidota	location	Cabo Douglas	-0.257157766492843	0.117491845308046	68	68	0.0567112777426179	0.170133833227854
