feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidota	location	Rabida	-0.642675379870384	0.132879159148006	38	38	2.4732742760372e-05	0.000197861942082976
Firmicutes	location	Rabida	0.00830591335809268	0.00372995545449629	38	38	0.032304721638297	0.101783146975578
Verrucomicrobiota	location	Rabida	-0.858885291145744	0.336904481903736	38	32	0.0381686801158418	0.101783146975578
