feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Campylobacterota	location	Punta Espinoza	0.184086182529049	0.0643837529211602	68	7	0.0267965104411136	0.214372083528909
Desulfobacterota	location	Punta Espinoza	0.418891456875378	0.18150838886191	68	61	0.024201157011309	0.214372083528909
