feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Anaerovoracaceae	location	Rabida	0.18738863537828	0.0995849846666713	38	38	0.0679822842760813	0.249268375678965
Bacteroidaceae	location	Rabida	-0.447356196318613	0.232211953226893	38	38	0.0619654012412012	0.249268375678965
Clostridiaceae	location	Rabida	0.106830989613416	0.0544901041880732	38	38	0.057704106971257	0.249268375678965
